abstract,date,title,url
"在多地试图放松楼市调控政策之际，海南反而进一步加码楼市限购政策。近日海南推出楼市新政，新出让土地建设的商品住房，实行现房销售制度，本省户籍和常住居民家庭禁止购买2套（不含）以上安居型商品住房和市场化商品住房。",2020-04-15 08:21,逆势收紧楼市 海南调控新政引关注,http://house.china.com.cn/newscenter/view/1640841.htm
"全面取消在南昌市城镇地域落户的参保年限、居住年限、学历要求等迁入条件限制，实行以群众申请为主、不附加其他条件、同户人员可以随迁的“零门槛”准入政策。",2020-04-14 21:51,南昌：全面放开城镇落户限制,http://house.china.com.cn/newscenter/view/1640823.htm
"近日，北京市人民政府正式印发《北京市战略留白用地管理办法》，提出保持总量平衡，原则上战略留白用地只增不减；严格现状管控，原则上现状地上建筑只减不增。加强规划留白用地腾退，2035年前实现实地留白，做到“地上物清零”和“零成本”持有。",2020-04-14 16:32,《北京市战略留白用地管理办法》助力提升城市韧性,http://house.china.com.cn/newscenter/view/1640775.htm
"近日，北京市人民政府正式印发了《北京市战略留白用地管理办法》。这是北京市全面深入贯彻落实《北京城市总体规划（2016年—2035年）》（以下简称《总体规划》）取得的一项重要战略措施，将为优化提升首都功能，促进城市集约高效、结构调整、布局优化、韧性提升，实现可持续、高质量发展和高水平治理发挥重要作用。",2020-04-14 16:30,北京战略留白用地出新规，为长远发展留余地,http://house.china.com.cn/newscenter/view/1640774.htm
4月14日，淄博市住房和城乡建设局发布《关于做好新冠肺炎疫情期间开发项目交付有关问题的通知》（以下简称“通知”），对疫情期间商品房顺延交付提出五点规范。,2020-04-14 15:50,淄博市出台疫情期间商品房顺延交付规范,http://house.china.com.cn/newscenter/view/1640758.htm
4月14日，青岛市住房和城乡建设局发布了关于《2020青岛百日万店消费季网络房展活动规则》的通知。,2020-04-14 10:40,青岛住建局：百日万店消费活动撤回限售松绑政策,http://house.china.com.cn/newscenter/view/1640586.htm
"推进房地产领域“放管服”改革，提高房屋交易管理服务效能，向各类房地产市场主体提供规范化、标准化、便捷化的服务，营造稳定、透明、安全、可预期的良好市场环境，为建立房地产市场监测体系，落实房地产市场调控工作提供支撑，现提出如下意见。",2020-04-13 19:13,住房和城乡建设部关于提升房屋网签备案服务效能的意见,http://house.china.com.cn/newscenter/view/1640425.htm
"北京市人力资源和社会保障局今天对外发布《关于做好本市农业户籍人员建立人事档案及服务工作的通知（试行）》，为法定劳动年龄内，因到本市国有企事业等单位就业确需建立人事档案的本市农业户籍人员，办理建档手续，提供管理服务。据悉，此举属首开先河。",2020-04-13 13:36,首开先河！北京出台新政为农民建立人事档案,http://house.china.com.cn/newscenter/view/1640353.htm
"按照中央“房住不炒”的定位及建立租购并举住房制度的精神，为支持职工购买首套普通自住住房和第二套改善型住房，支持职工改善租房条件，结合本市实际，经市住房公积金管理委员会2020年第一次全体委员会议审议通过，现对我市住房公积金贷款、提取部分政策进行明确和调整。",2020-04-13 09:32,四川乐山公积金贷款政策调整,http://house.china.com.cn/newscenter/view/1640261.htm
"随着自然资源部、农业农村部关于设施农业用地新政策加快落地实施，设施农业发展正成为当前农村经济新亮点。",2020-04-13 08:27,农业用地新政策成农村发展新亮点,http://house.china.com.cn/newscenter/view/1640186.htm
"近日，青岛市不动产登记中心主办的“青岛网上房地产”网站发布了“2020青岛百日万店消费季网络房展”活动规则。9条规则中，最引人关注的是对改善型购房需求的鼓励。",2020-04-11 23:54,促销式松绑限购？青岛楼市新政释放重要信号,http://house.china.com.cn/newscenter/view/1640156.htm
4月9日，深圳市南山区住房和建设局发布关于南山区住房和建设局关于严禁恶意炒作哄抬房价维护房地产市场平稳的通知。,2020-04-10 11:03,深圳南山：严禁恶意炒作哄抬房价,http://house.china.com.cn/newscenter/view/1638874.htm
4月9日，国家发改委发布关于印发《2020年新型城镇化建设和城乡融合发展重点任务》的通知。,2020-04-09 17:44,发改委：推动人口300万以上城市取消重点人群落户限制,http://house.china.com.cn/newscenter/view/1638708.htm
4月9日，国家发改委发布关于印发《2020年新型城镇化建设和城乡融合发展重点任务》的通知。,2020-04-09 17:43,发改委：督促城区常住人口300万以下城市全面取消落户限制,http://house.china.com.cn/newscenter/view/1638707.htm
4月9日，国家发改委发布关于印发《2020年新型城镇化建设和城乡融合发展重点任务》的通知。,2020-04-09 17:40,发改委：发布《2020年新型城镇化建设和城乡融合发展重点任务》,http://house.china.com.cn/newscenter/view/1638706.htm
"为持续优化营商环境，近日，北京市住建委发布《关于优化商品住房预售许可办理事项的通知（征求意见稿）》，面向社会公开征求意见。征求意见稿拟明确，允许一个施工许可证批准范围内的可售住宅部分办理两次预售许可，且仓储、车位等部分可单独申请预售，但需一次性报价。",2020-04-09 12:08,北京拟优化商品房预售办理 新房项目可分两次预售证,http://house.china.com.cn/newscenter/view/1638581.htm
8日，南京市正式发布《关于支持促进高校毕业生在宁就业创业十项措施》(下文简称《十项措施》)，包括落户门槛放宽至40岁以下大专生、推出7000套人才公寓保障人才购房、开发4000个见习岗位等10个方面“真金白银”的扶持。,2020-04-09 08:04,人口超千万南京再出引才新政：40岁以下大专生参保半年可落户,http://house.china.com.cn/newscenter/view/1638475.htm
4月8日下午，南京市委市政府召开新闻发布会，发布《关于支持促进高校毕业生在宁就业创业十项措施》。,2020-04-08 15:36,南京：40 周岁以下大专学历人员参保半年可落户,http://house.china.com.cn/newscenter/view/1638406.htm
"《北京市物业管理条例》已由北京市第十五届人民代表大会常务委员会第二十次会议于2020年3月27日通过，现予公布，自2020年5月1日起施行。",2020-04-08 07:17,北京市物业管理条例全文公布，5月1日起施行,http://house.china.com.cn/newscenter/view/1638165.htm
4月7日，国务院发布关于同意设立广西百色重点开发开放试验区的批复。,2020-04-07 14:03,国务院：批准设立广西百色重点开发开放试验区,http://house.china.com.cn/newscenter/view/1638073.htm
4月3日，沈阳市房产局等部门对《沈阳市应对新型冠状病毒肺炎疫情保障房地产市场平稳健康发展政策措施》进行了修订，并将有序释放商品房预售监管资金。,2020-04-07 11:55,沈阳：修订疫情期间房产政策 释放商品房预售监管资金,http://house.china.com.cn/newscenter/view/1638054.htm
"近日，深圳市宝安区住建局发布通知称，宝安区房地产市场近期相继出现购房缴纳“喝茶费”“更名费”的负面舆论,涉及新锦安海纳公馆、云玺锦庭、润恒都市名荟等多个楼盘。宝安区住建局称，将开展打击房地产开发企业、中介机构收取“喝茶费”“更名费”等价外费用违法行为的行动。",2020-04-07 11:29,深圳：打击开发商和中介收取“喝茶费”等价外费用违法行为,http://house.china.com.cn/newscenter/view/1638050.htm
"为了依法推进简政放权、放管结合、优化服务改革，国务院对取消和下放行政许可项目涉及的行政法规，以及实践中不再适用的行政法规进行了清理。经过清理，国务院决定：对7部行政法规的部分条款予以修改，对10部行政法规予以废止。",2020-04-03 07:44,国务院修改和废止部分行政法规,http://house.china.com.cn/newscenter/view/1637511.htm
"为深入贯彻落实《中共中央 国务院关于支持东北地区深化改革创新推动高质量发展的意见》《中共中央办公厅 国务院办公厅关于促进劳动力和人才社会性流动体制机制改革的意见》《国务院办公厅关于印发推动1亿非户籍人口在城市落户方案的通知》（国办发〔2016〕72号）精神，进一步深化人才战略，改善人口结构，促进沈阳高质量发展、新时代振兴，结合我市实际，现就我市放开落户政策提出补充意见",2020-04-02 21:11,沈阳取消人才落户限制 进一步放开落户政策,http://house.china.com.cn/newscenter/view/1637510.htm
4月2日，贵阳市人民政府官网披露，近日，贵阳市住建局发布《关于进一步加强商品房购房首付、网签、过度营销等销售行为监管的通知》。贵阳市将针对房地产市场中出现的首付分期、返现等过度营销方式做出更为严格的监管，违法违规行为将受到严厉处罚。,2020-04-02 12:44,贵阳严禁首付分期、返现等房地产过度营销行为 违法违规行为将受到严厉处罚,http://house.china.com.cn/newscenter/view/1637401.htm
"为进一步发挥住房公积金制度的住房保障作用，加快释放住房公积金支持住房消费，保障住房公积金缴存职工合法权益，沈阳市从4月1日起调整住房公积金部分提取政策。其中，在提取额度方面，职工商贷提前还款的部分也可以提取公积金了。",2020-04-02 08:58,沈阳4月1日起调整住房公积金部分提取政策,http://house.china.com.cn/newscenter/view/1637260.htm
"据嘉兴市住房公积金管理服务中心网站消息，近日，嘉兴市印发《嘉兴市住房公积金缴存管理办法》、《嘉兴市住房公积金提取管理办法》和《嘉兴市住房公积金个人住房贷款管理办法》等三个办法。",2020-04-02 08:42,浙江嘉兴：二手房公积金贷款期限调整为最长30年,http://house.china.com.cn/newscenter/view/1637245.htm
2020年天津市居住证积分落户不设总量限制，每一期将根据最低积分落户分值线，确定拟落户名单。,2020-03-30 15:51,天津今年积分落户总量不设限制,http://house.china.com.cn/newscenter/view/1636484.htm
"财政部、税务总局发布关于继续实施物流企业大宗商品仓储设施用地城镇土地使用税优惠政策的公告。公告称，自2020年1月1日起至2022年12月31日止，对物流企业自有(包括自用和出租)或承租的大宗商品仓储设施用地，减按所属土地等级适用税额标准的50%计征城镇土地使用税。",2020-03-25 15:23,两部门：物流企业仓储土地使用税优惠政策继续实施,http://house.china.com.cn/newscenter/view/1635447.htm
3月24日，湖南益阳政府网站发布《关于促进市中心城区房地产市场平稳健康发展的政策措施》（以下简称《措施》）。,2020-03-24 21:08,湖南益阳出台房地产扶持政策 购144平方米以下新建商品房可获50%契税补贴,http://house.china.com.cn/newscenter/view/1635182.htm
23日从广州市政府了解到，近日，《广州市促进历史建筑合理利用实施办法》（以下简称“办法”）已经市委、市政府同意，即将正式印发。,2020-03-24 16:46,广州拟出新规 历史建筑可“变身”民宿,http://house.china.com.cn/newscenter/view/1635146.htm
3月23日，武汉市住房保障和房屋管理局发布六项举措，全力支持房地产开发企业开工复产，保持房地产市场平稳健康发展。,2020-03-23 17:59,武汉市发布六项举措：支持房地产企业复工复产,http://house.china.com.cn/newscenter/view/1634848.htm
3月20日，国务院办公厅发布关于应对新冠肺炎疫情影响强化稳就业举措的实施意见。,2020-03-20 17:09,国务院办公厅印发《关于应对新冠肺炎疫情影响强化稳就业举措的实施意见》,http://house.china.com.cn/newscenter/view/1634480.htm
"今年以来，突如其来的新冠肺炎疫情给广大中小企业带来了严峻考验。党中央、国务院高度重视中小企业应对疫情、复工复产工作，习近平总书记多次作出重要指示批示，从国家到地方陆续推动出台了一系列惠企政策。现将主要政策措施梳理形成指引，供参考。",2020-03-19 15:03,工业和信息化部发布《支持中小企业应对新冠肺炎疫情指引》,http://house.china.com.cn/newscenter/view/1634211.htm
"中共北京市委办公厅 北京市人民政府办公厅印发《北京市贯彻〈中央生态环境保护督察工作规定〉实施办法》",2020-03-19 08:07,北京市贯彻《中央生态环境保护督察工作规定》实施办法发布,http://house.china.com.cn/newscenter/view/1633992.htm
"日前，国家发展改革委印发《消费扶贫助力决战决胜脱贫攻坚2020年行动方案》（以下简称《行动方案》），联合中央宣传部、农业农村部、商务部、文化旅游部、国务院扶贫办、中央军委政治工作部以及全国总工会、共青团中央、全国妇联、全国工商联等27个部门和单位开展30项具体行动，持续释放消费扶贫政策红利，助力决战决胜脱贫攻坚。",2020-03-18 19:04,发改委印发2020年行动方案 28个部门联合开展消费扶贫,http://house.china.com.cn/newscenter/view/1633989.htm
"3月17日，青岛市人力资源和社会保障局召开新闻通气会，青岛实施聚青行动计划,出台十条举措吸引大学生来青、留青、回青创新创业。",2020-03-17 13:18,青岛出台措施，在校大学生可落户,http://house.china.com.cn/newscenter/view/1633589.htm
3月17日，发改委发布北京市通州区与河北省三河、大厂、香河三县市协同发展规划。,2020-03-17 11:31,发改委：科学引导北三县居住空间布局 严控房地产无序开发,http://house.china.com.cn/newscenter/view/1633580.htm
3月17日，发改委发布北京市通州区与河北省三河、大厂、香河三县市协同发展规划。,2020-03-17 11:23,发改委：对北三县实施留白增绿战略 构建新型城乡格局,http://house.china.com.cn/newscenter/view/1633578.htm
"在白云区连续工作满一年，具备中级或以上专业技术职称、或具有大专及大专以上学历、或在白云区注册企业担任中高级管理职务。即可在白云区江高、人和、太和、钟落潭四镇范围之内享受广州市同等户籍待遇。",2020-03-17 07:20,大专学历工作满一年 可在白云区四镇买房,http://house.china.com.cn/newscenter/view/1633455.htm
"据济南新旧动能转换先行区管理委员会官方微信公众号3月15日消息，在先行区直管区范围内购买二星级及以上绿色建筑商品住宅的，不受济南市限购政策约束。业内认为，适当对购房市场进行放松，是刺激住房消费的一种重要形式，只要各地放松的动作不违背大的方针，应该受到支持。",2020-03-16 14:18,济南先行区直管区购买绿色住宅 不受限购政策约束,http://house.china.com.cn/newscenter/view/1633380.htm
3月13日，国家发改委、商务部等23个部门联合发布《关于促进消费扩容提质加快形成强大国内市场的实施意见》。,2020-03-13 10:26,23部门联合发文：优化国内市场供给 改善进口商品供给 完善免税业政策,http://house.china.com.cn/newscenter/view/1632926.htm
3月12日，宝鸡市政府对外披露了《宝鸡市住建行业坚决打赢新冠肺炎疫情防控阻击战稳企业稳民生稳发展若干措施》。这些措施中就有一条：各银行要积极争取降低首套住房贷款首付比例政策，公积金贷款最高额度由40万提高至50万。,2020-03-12 15:55,宝鸡：争取降低首套住房贷款首付比例,http://house.china.com.cn/newscenter/view/1632838.htm
3月11日，深圳市住房和建设局发布《关于应对新冠肺炎疫情支持房地产企业加快复工复产的若干措施》（后简称为《措施》）。,2020-03-11 13:43,深圳住建局：一级开发资质房企可申请解冻不超过预售资金总额的20%,http://house.china.com.cn/newscenter/view/1632521.htm
"​已有的15个整省试点省份要做好检查验收，非整省试点省份要全面推开改革，力争改革覆盖面扩大到所有涉农县(市、区)。",2020-03-11 10:50,农业农村部：全面推开农村集体产权制度改革试点,http://house.china.com.cn/newscenter/view/1632504.htm
3月11日，深圳市住房和建设局发布《关于应对新冠肺炎疫情支持房地产企业加快复工复产的若干措施》的通知。,2020-03-11 10:25,深圳市住建局：符合条件的房企可解冻20%预售资金,http://house.china.com.cn/newscenter/view/1632501.htm
3月6日晚间，山东省住房和城乡建设厅印发了《关于统筹推进住建领域疫情防控和经济社会发展工作的实施意见》,2020-03-09 08:53,山东省住建厅：符合条件的房地产项目可适度降低预售条件,http://house.china.com.cn/newscenter/view/1631937.htm
"自今年2月起，本市阶段性减免企业基本养老保险、失业保险和工伤保险（以下简称三项社会保险）单位缴费部分。这一政策将惠及全部参保单位（不包括机关事业单位），预计全年将减负500多亿元。",2020-03-08 16:23,北京中小微企业2月至6月社保免征单位缴费部分,http://house.china.com.cn/newscenter/view/1631895.htm
"海南将继续坚持“房住不炒”的定位，坚持全域限购政策不改变，坚持房地产调控目标不动摇、力度不放松、政策不走样，保持政策的连续性、稳定性，支持合理自住需求，坚决遏制投机炒房，保持房地产市场稳定。",2020-03-07 20:28,海南：本地人限购第三套房实行现房销售,http://house.china.com.cn/newscenter/view/1631867.htm
"若干措施》提出，江门实施土地出让“预申请”政策，鼓励对地块感兴趣的企业在地块正式挂牌出让前提交购买意向，以此提升企业拿地意愿。支持各类外地人才在江门限购区域购买首套新建商品住房。",2020-03-06 19:49,广东江门楼市新政：支持外地人才在限购区域购买首套房,http://house.china.com.cn/newscenter/view/1631837.htm
"高校中职等非广州户籍学生、符合入户条件无合法住宅等人员，可申请迁入广州集体户口。",2020-03-05 21:53,广州户口新规：高校中职学生也可入广州集体户,http://house.china.com.cn/newscenter/view/1631564.htm
"利用集体、国有建设用地建设租赁住房的给予补贴，其中建设普通租赁住房的，按建筑面积750元/平方米给予补贴；建设集体宿舍型租赁住房的，按建筑面积800元/平方米给予补贴。",2020-03-05 21:30,广州集体国有地建普通租赁住房每平方米补贴750元,http://house.china.com.cn/newscenter/view/1631563.htm
"医疗保障是减轻群众就医负担、增进民生福祉、维护社会和谐稳定的重大制度安排。党中央、国务院高度重视人民健康，建立了覆盖全民的基本医疗保障制度。",2020-03-05 18:56,中共中央、国务院关于深化医疗保障制度改革的意见（全文）,http://house.china.com.cn/newscenter/view/1631552.htm
"“广州公寓、商铺等商办项目不再限定销售对象，不再限定最小分割单元”的第三十一条内容不再提及。",2020-03-05 12:00,广州新政2.0版上线：剔除“公寓销售放开”相关条文,http://house.china.com.cn/newscenter/view/1631467.htm
"刚刚，东莞市政府官网挂出《关于进一步优化新建商品住房销售价格申报管理的通知》。",2020-03-04 19:41,东莞新政：备案6个月可调价，调低幅度不限,http://house.china.com.cn/newscenter/view/1631331.htm
"人力资源和社会保障部网站3日消息，人社部3月2日召开贯彻实施阶段性减免企业社会保险费暨全国社会保险局长视频会议，动员社保系统坚定信心，迎难而上，为打赢疫情防控的人民战争、总体战、阻击战和全面建成小康社会积极贡献力量。",2020-03-03 15:10,人社部部署实施阶段性减免企业社会保险费政策,http://house.china.com.cn/newscenter/view/1631051.htm
"经企业职工代表大会或者工会讨论通过后，可以向上海市公积金管理中心申请缓缴。",2020-03-03 12:41,上海： 生产经营困难企业可申请降低公积金缴存比例至5%以下,http://house.china.com.cn/newscenter/view/1630963.htm
"济南、青岛中心城区尽快放开落户限制。",2020-03-03 11:56,山东：济南、青岛中心城区尽快放开落户限制,http://house.china.com.cn/newscenter/view/1630961.htm
"为推进京津冀协同发展，对落户到天津滨海中关村科技园和宝坻京津中关村科技城的符合天津产业发展定位的北京转移来津项目,制定六项政策支持，其中在普遍关注的购房、落户方面均有放宽。",2020-03-02 15:19,天津市发改委：滨海、宝坻两中关村放宽落户、购房限制,http://house.china.com.cn/newscenter/view/1630799.htm
"据自然资源部网站消息，自然资源部日前召开会议指出，将加快推进《土地管理法实施条例》修改和配套政策出台，即将公开征求意见；新《土地管理法》实施前，国务院和省级人民政府已经受理的建设项目审批，按照原有规定执行。",2020-03-02 08:45,自然资源部：推进土地管理法实施条例修改和政策出台,http://house.china.com.cn/newscenter/view/1630648.htm
"继无锡之后，苏州也宣布房地产项目完成25%以上投资即可申请预售。",2020-03-02 08:35,苏州：房地产项目完成25%以上投资即可申请预售,http://house.china.com.cn/newscenter/view/1630642.htm
"海南省自然资源和规划厅28日介绍，该省明晰“只征不转”“不征不转”“只转不征”用地制度的内涵、合理确定适用范围、明确办理程序和有关要求等内容，落实用地制度改革，以保障海南自贸区(港)产业项目落地，切实维护农民合法权益。",2020-02-28 13:55,海南规范“只征不转”“不征不转”“只转不征”用地制度,http://house.china.com.cn/newscenter/view/1630493.htm
"据鹤壁市住房和城乡建设局消息，2月27日，鹤壁市发布《关于应对新冠肺炎疫情影响促进建筑和房地产业健康发展的通知》（简称“通知”）。通知将新冠肺炎疫情纳入“不可抗力”客观因素，提出调整土地出让政策和付款方式、放宽商品房预售条件、提前拨付预售资金等举措来缓解房企的资金压力。",2020-02-28 08:54,河南鹤壁市放宽商品房预售条件 鼓励下调房地产贷款利率,http://house.china.com.cn/newscenter/view/1630376.htm
"自然资源部网站27日消息，近日，财政部、生态环境部、农业农村部、自然资源部、住房城乡建设部、国家林业和草原局印发《土壤污染防治基金管理办法》（下称《办法》）。《办法》共包含十九条细则，自印发之日起实施。",2020-02-27 15:16,六部门联合印发《土壤污染防治基金管理办法》,http://house.china.com.cn/newscenter/view/1630286.htm
2月26日上午，北京市十五届人大常委会第十九次会议审议《北京市优化营商环境条例（草案）》（以下简称草案），本市优化营商环境地方立法进入新的阶段。草案全文6章、共77条内容，重点针对市场主体关切的54个共性痛点难点问题，制定了针对性条款，形成制度性解决方案，切实提高企业和群众办事便利度，为北京优化营商环境改革再“提速”。,2020-02-27 09:01,从征求意见稿到草案，北京营商条例修改了这12处,http://house.china.com.cn/newscenter/view/1630153.htm
"低风险地区要全面推动企业和工程项目开复工，中风险地区要有序推动企业和工程项目分阶段、错时开复工，高风险地区要确保在疫情得到有效防控后再逐步有序扩大企业开复工范围。涉及疫情防控、民生保障及其他重要国计民生的工程项目应优先开复工，加快推动重大工程项目开工和建设，禁止搞“一刀切”。",2020-02-26 17:23,住建部：加快推动重大工程项目开工和建设 禁止搞“一刀切”,http://house.china.com.cn/newscenter/view/1630103.htm
2月26日，广州市住房和城乡建设局发布《广州市新就业无房职工公共租赁住房保障办法》，《办法》明确，新就业无房职工可申请公共租赁住房。,2020-02-26 14:28,广州市住建局：新就业无房职工可申请公共租赁住房,http://house.china.com.cn/newscenter/view/1630061.htm
2月25日，东莞市人民政府发布关于《东莞市住房公积金个人住房贷款管理办法》。,2020-02-26 10:28,东莞市发布住房公积金个人住房贷款管理办法,http://house.china.com.cn/newscenter/view/1630012.htm
2月25日，东莞市人民政府发布关于《东莞市住房公积金个人住房贷款管理办法》。根据规定，可贷额度＝职工公积金账户余额×（缴存时间系数+收入调节系数）×流动性调节系数。,2020-02-26 10:25,东莞公积金新政：额度最高可上浮20% 可贷30年,http://house.china.com.cn/newscenter/view/1630010.htm
"为全面落实省、市有关疫情防控工作及有序复工复产的要求，打好疫情防控阻击战和经济保卫战，今天，杭州市住房保障和房产管理局下发了《关于积极推进商品房全流程网上销售工作的通知》，在保障广大居民身体健康和生命安全的同时，加快数字赋能，积极推进商品房的全流程网上销售工作。",2020-02-25 16:32,杭州市住保房管局：积极推进商品房全流程网上销售工作,http://house.china.com.cn/newscenter/view/1629859.htm
"记者从杭州市委人才办了解到，为统筹推进疫情防控和经济社会发展提供坚强人才保障，近日，杭州市重磅推出“战疫引才、杭向未来”八大举措，进一步巩固发展最优人才生态。",2020-02-25 11:30,杭州人才政策礼包再加码 应届大学生再给予每年1万元租房补贴,http://house.china.com.cn/newscenter/view/1629736.htm
2月21日，河南省驻马店市政府发布《关于进一步规范促进房地产业平稳健康发展的意见》，最大限度减少疫情带来的冲击。,2020-02-24 11:29,河南驻马店楼市新政：公积金贷款首付降至两成  购房还有补助,http://house.china.com.cn/newscenter/view/1629537.htm
"为最大限度减少疫情带来的冲击，2月21日，河南省驻马店市人民政府发布《关于进一步规范促进房地产业平稳健康发展的意见》（简称“意见”），其中提出，将住房公积金贷款额度由45万元上升到50万元，首套房公积金贷款最低首付比例由30%下调为20%。",2020-02-24 08:57,驻马店：首套房公积金贷款首付降至20% 实行购房补助,http://house.china.com.cn/newscenter/view/1629414.htm
"为落实防控疫情、恢复生产的工作要求，2月22日，青岛市人民政府发布了《关于应对新冠肺炎疫情进一步促进企业恢复正常生产经营的实施意见》（简称“意见”），出台21条举措，其中包括推进人才住房配售、暂缓缴存住房公积金、加大建设用地供给力度等。",2020-02-24 08:56,青岛复工新政：人才住房售价不高于普通商品房八折,http://house.china.com.cn/newscenter/view/1629412.htm
"人社部、财政部、税务总局正式发布阶段性减免企业社会保险费的通知：受疫情影响生产经营出现严重困难的企业，可申请缓缴社会保险费，缓缴期限原则上不超过6个月，缓缴期间免收滞纳金。",2020-02-21 11:22,三部委正式发布阶段性减免企业社会保险费的通知,http://house.china.com.cn/newscenter/view/1629136.htm
"​2月18日，湖南省委办公厅、省政府办公厅联合印发《应对新冠肺炎疫情影响促进企业健康发展的若干政策措施》的通知，从金融、社保、税费等方面出台30条政策，支持企业渡过难关。",2020-02-19 15:33,"湖南出台30条政策措施,支持企业共渡难关",http://house.china.com.cn/newscenter/view/1628806.htm
"为全面贯彻落实中央、省和市委市政府关于当前疫情防控工作的决策部署，有效应对疫情对土地出让带来的影响，维护我市土地市场健康平稳运行，经市政府研究同意，现将有关事项通知如下。",2020-02-19 12:37,苏州楼市新政：取消现房销售 取消封顶销售,http://house.china.com.cn/newscenter/view/1628726.htm
"加快工业用地供应，保障产业项目落地。调整交地、开竣工等履约要求。延长土地出让金缴纳时限等多项措施。",2020-02-19 12:13,苏州：加快工业用地供应 调整经营用地报价规则,http://house.china.com.cn/newscenter/view/1628716.htm
"近日，深圳市人大常委会表决通过《深圳经济特区海域使用管理条例》，规定除国家批准建设的重大项目外，全面禁止围填海。该《条例》将于2020年5月1日起施行。",2020-02-19 08:37,深圳出台新规严控围填海,http://house.china.com.cn/newscenter/view/1628634.htm
"国务院总理李克强2月18日主持召开国务院常务会议，部署不误农时切实抓好春季农业生产；决定阶段性减免企业社保费和实施企业缓缴住房公积金政策，多措并举稳企业稳就业。",2020-02-19 08:25,国务院：阶段性减免企业社保费,http://house.china.com.cn/newscenter/view/1628626.htm
2020年，雄安新区一大批项目将开工建设，为切实加强企业安全生产主体责任的落实，雄安新区安全管理委员会2月10日发布《关于防范遏制建筑施工领域生产安全事故五条规定的公告》，对新区范围内建筑施工领域的安全生产提出相关要求，防范遏制建筑施工领域生产安全事故的发生。,2020-02-18 13:48,雄安新区出台建筑施工生产安全五条规定,http://house.china.com.cn/newscenter/view/1628532.htm
17日，中期借贷便利（MLF）利率如市场预期下调10个基点，20日贷款市场报价利率（LPR）下调几无悬念。稍感意外的是央行大幅度“缩量”操作，银行间利率因此有所上涨，但总体仍处低位，资金面依旧宽松。,2020-02-18 08:11,MLF“降息”如期而至 LPR下调几无悬念,http://house.china.com.cn/newscenter/view/1628375.htm
"为坚决打赢疫情防控的人民战争、总体战、阻击战，努力实现全年经济社会发展目标任务，依照有关规定，就做好疫情防控期间返宁务工人员（指在宁有暂住证、有固定居所、有工作单位人员）安全便捷返岗，支持企业复工复产。",2020-02-16 20:59,关于支持企业组织返宁务工人员有序来宁复工的通告,http://house.china.com.cn/newscenter/view/1628169.htm
"从即日起，所有返京人员到京后，均应居家或集中观察14天。拒绝接受居家观察、集中观察等防控措施的，依法追究责任。",2020-02-14 22:36,即日起返京人员到京后 均应居家或集中观察14天,http://house.china.com.cn/newscenter/view/1628120.htm
"单位缴存住房公积金存在困难的，允许延期缴存，待疫情结束后及时补缴，单位所属职工住房公积金视同连续缴存。单位可按规定申请降低住房公积金缴存比例。",2020-02-14 21:56,南宁：单位可申请降低公积金缴存比例,http://house.china.com.cn/newscenter/view/1628118.htm
"为深入贯彻落实党中央、国务院决策部署，进一步推进上海国际金融中心建设，加大金融支持上海自贸试验区临港新片区（以下简称临港新片区）建设和长三角一体化发展力度，深化金融供给侧结构性改革，推动金融更高水平开放创新，经国务院同意，现提出以下意见。",2020-02-14 17:49,央行：进一步加快上海国际金融中心建设和金融支持长三角一体化发展,http://house.china.com.cn/newscenter/view/1628106.htm
"为贯彻落实党中央、国务院决策部署，经国务院同意，2020年2月14日，《关于进一步加快上海国际金融中心建设和金融支持长三角一体化发展的意见》（银发〔2020〕46号）正式发布。",2020-02-14 17:47,央行发布《关于进一步加快上海国际金融中心建设和金融支持长三角一体化发展的意见》,http://house.china.com.cn/newscenter/view/1628105.htm
"据孝感政府网站消息，2月14日，孝感政府发布《关于孝感市域范围内全面升级防治管控措施的紧急命令》，要求升级防控措施，所有小区(居民点)一律全封闭管理。",2020-02-14 15:53,湖北孝感升级防控措施：小区(居民点)一律全封闭管理,http://house.china.com.cn/newscenter/view/1628074.htm
"济南市自然资源和规划局2月13日出台《关于做好疫情防控期间土地要素保障和规划服务工作的若干措施》(以下简称“若干措施”)。若干措施提出，支持疫情防控用地，为防控疫情建设的医疗卫生设施和医药用品、医疗器械生产等所需用地，可以先行使用。",2020-02-14 13:06,济南发布土地新政：疫情防控用地可先行使用,http://house.china.com.cn/newscenter/view/1628029.htm
13日，南京市规划和自然资源局发布《六条举措助力在宁房企应对疫情——关于“宁规划资源〔2020〕81号”的解读》文件。文件明确，特殊时期企业可延迟缴纳土地出让金。,2020-02-14 08:23,南京土拍：特殊时期企业可延迟缴纳土地出让金,http://house.china.com.cn/newscenter/view/1627897.htm
"浙江省住房和城乡建设厅发布18条政策举措，全力支持房地产开发和物业服务企业、建筑业企业、市政公用企业发展，全力保障企业复工复产，加大“三服务”力度，帮助企业渡过难关。",2020-02-13 19:59,"浙江发布""住建18条"" 缓解企业资金压力降低经营成本",http://house.china.com.cn/newscenter/view/1627871.htm
"为加快推进中国(广西)自由贸易试验区建设，广西壮族自治区政府近日制定《中国(广西)自由贸易试验区建设实施方案》(以下简称《方案》)。2月12日，广西壮族自治区人民政府网站公布了上述方案。",2020-02-13 17:28,广西出台自贸区建设实施方案 强化面向东盟金融市场合作,http://house.china.com.cn/newscenter/view/1627862.htm
